"genusName","feeding","basal","enrichment","structure","cp","GenavgMass","GenavgCPr","GenavgCRs","GenavgMFP","GenavgEFP","GenavgSFP","GenavgHFP","GenavgFFP","GenavgBFP","GenavgPFP","StderrMass","StderrCPr","StderrCRs","StderrMFP","StderrEFP","StderrSFP","StderrHFP","StderrFFP","StderrBFP","StderrPFP"
"Icthyofilaria","0","0.0","0.0","0.0","0","799.4896","0.0","41.0461","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Immanigula","1","0.0","0.0","0.0","5","10.4394","0.2088","1.5855","1.7943","0.0","0.0","1.7943","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Incanema","2","0.0","0.0","3.2","4","1.5239","0.0381","0.3744","0.4125","0.0","0.4125","0.0","0.4125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Iotonchium","2","0.0","0.0","3.2","4","4.0167","0.1004","0.7566","0.857","0.0","0.857","0.0","0.857","0.0","0.0","1.938","0.0485","0.284","0.3325","0.0","0.3325","0.0","0.3325","0.0","0.0"
"Iotonchulus","5","0.0","0.0","3.2","4","4.9777","0.1244","0.8337","0.9581","0.0","0.9581","0.0","0.0","0.0","0.9581","4.1819","0.1045","0.6037","0.7082","0.0","0.7082","0.0","0.0","0.0","0.7082"
"Iotonchus","5","0.0","0.0","3.2","4","6.9167","0.1729","1.0525","1.2254","0.0","1.2254","0.0","0.0","0.0","1.2254","1.4221","0.0356","0.1638","0.1992","0.0","0.1992","0.0","0.0","0.0","0.1992"
"Iponema","0","0.0","0.0","0.0","0","1.2774","0.0","0.3175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7154","0.0","0.1403","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Irantylenchus","1","0.0","0.0","0.0","2","0.2731","0.0137","0.1031","0.1168","0.0","0.0","0.1168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ironus","5","0.0","0.0","3.2","4","4.0137","0.1003","0.7102","0.8106","0.0","0.8106","0.0","0.0","0.0","0.8106","0.969","0.0242","0.1379","0.1621","0.0","0.1621","0.0","0.0","0.0","0.1621"
"Ischiodorylaimus","8","0.0","0.0","3.2","4","41.0201","1.0255","4.425","5.4505","0.0","5.4505","0.0","0.0","0.0","5.4505","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Isolaimium","3","0.0","0.0","5.0","5","22.2321","0.4446","2.736","3.1806","0.0","3.1806","0.0","0.0","3.1806","0.0","10.2767","0.2055","0.9808","1.1863","0.0","1.1863","0.0","0.0","1.1863","0.0"
"Judonchulus","5","0.0","0.0","3.2","4","1.2527","0.0313","0.3233","0.3546","0.0","0.3546","0.0","0.0","0.0","0.3546","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kallidorylaimus","8","0.0","0.0","3.2","4","0.4913","0.0123","0.1602","0.1725","0.0","0.1725","0.0","0.0","0.0","0.1725","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Karadorylaimus","8","0.0","0.0","3.2","4","4.4582","0.1115","0.8376","0.9491","0.0","0.9491","0.0","0.0","0.0","0.9491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kenyanema","0","0.0","0.0","1.8","3","0.2957","0.0099","0.1095","0.1193","0.0","0.1193","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kittydorylaimus","8","0.0","0.0","3.2","4","9.1398","0.2285","1.435","1.6635","0.0","1.6635","0.0","0.0","0.0","1.6635","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kochinema","8","0.0","0.0","3.2","4","0.8631","0.0216","0.2391","0.2606","0.0","0.2606","0.0","0.0","0.0","0.2606","0.1836","0.0046","0.0372","0.0417","0.0","0.0417","0.0","0.0","0.0","0.0417"
"Koerneria","3","0.0","3.2","0.0","1","0.0739","0.0074","0.0387","0.0461","0.0461","0.0","0.0","0.0","0.0461","0.0","0.0012","1.0E-4","5.0E-4","6.0E-4","6.0E-4","0.0","0.0","0.0","6.0E-4","0.0"
"Kolodorylaimus","8","0.0","0.0","3.2","4","3.9307","0.0983","0.7621","0.8604","0.0","0.8604","0.0","0.0","0.0","0.8604","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kongonema","0","0.0","0.0","0.0","0","19.149","0.0","2.499","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Labeonema","0","0.0","0.0","0.0","0","59.2495","0.0","5.8301","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Labronema","5","0.0","0.0","3.2","4","8.974","0.2243","1.3547","1.579","0.0","1.579","0.0","0.0","0.0","1.579","1.3635","0.0341","0.1567","0.1907","0.0","0.1907","0.0","0.0","0.0","0.1907"
"Labronemella","8","0.0","0.0","3.2","4","5.8623","0.1466","1.0259","1.1724","0.0","1.1724","0.0","0.0","0.0","1.1724","0.5516","0.0138","0.0733","0.0871","0.0","0.0871","0.0","0.0","0.0","0.0871"
"Labrys","1","0.0","0.0","0.0","2","0.0422","0.0021","0.025","0.0271","0.0","0.0","0.0271","0.0","0.0","0.0","0.0089","4.0E-4","0.0039","0.0043","0.0","0.0","0.0043","0.0","0.0","0.0"
"Laevides","5","0.0","0.0","5.0","5","19.4686","0.3894","2.3249","2.7143","0.0","2.7143","0.0","0.0","0.0","2.7143","16.1761","0.3235","1.6576","1.9812","0.0","1.9812","0.0","0.0","0.0","1.9812"
"Lagenonema","8","0.0","0.0","5.0","5","0.1745","0.0035","0.0737","0.0772","0.0","0.0772","0.0","0.0","0.0","0.0772","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Laimaphelenchus","2","0.8","0.8","0.0","2","0.2089","0.0104","0.0828","0.0933","0.0933","0.0","0.0","0.0933","0.0","0.0","0.0264","0.0013","0.008","0.0093","0.0093","0.0","0.0","0.0093","0.0","0.0"
"Laimella","0","0.0","0.0","1.8","3","1.6593","0.0553","0.3991","0.4544","0.0","0.4544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Laimydorus","8","0.0","0.0","3.2","4","5.9012","0.1475","0.9967","1.1442","0.0","1.1442","0.0","0.0","0.0","1.1442","1.2203","0.0305","0.1533","0.1838","0.0","0.1838","0.0","0.0","0.0","0.1838"
"Lanzavecchia","8","0.0","0.0","3.2","4","75.6879","1.8922","7.0054","8.8976","0.0","8.8976","0.0","0.0","0.0","8.8976","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lauratonema","0","0.0","0.0","1.8","3","0.9288","0.031","0.2581","0.289","0.0","0.289","0.0","0.0","0.0","0.0","0.0901","0.003","0.0188","0.0218","0.0","0.0218","0.0","0.0","0.0","0.0"
"Laxus","0","0.0","0.0","1.8","3","3.9621","0.1321","0.7667","0.8987","0.0","0.8987","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lelenchus","1","0.0","0.0","0.0","2","0.0465","0.0023","0.027","0.0293","0.0","0.0","0.0293","0.0","0.0","0.0","0.0063","3.0E-4","0.0028","0.0031","0.0","0.0","0.0031","0.0","0.0","0.0"
"Lenisaphelenchus","0","0.0","0.0","0.0","0","0.1621","0.0","0.0698","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Leptepsilonema","0","0.0","0.0","3.2","4","0.1031","0.0026","0.0497","0.0523","0.0","0.0523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Leptolaimus","0","0.8","0.0","0.0","2","0.3816","0.0191","0.1233","0.1424","0.0","0.0","0.0","0.0","0.0","0.0","0.1721","0.0086","0.0402","0.0488","0.0","0.0","0.0","0.0","0.0","0.0"
"Leptonchus","2","0.0","0.0","3.2","4","0.9803","0.0245","0.2644","0.2889","0.0","0.2889","0.0","0.2889","0.0","0.0","0.1576","0.0039","0.0322","0.0361","0.0","0.0361","0.0","0.0361","0.0","0.0"
"Leptonemella","0","0.0","0.0","1.8","3","3.9684","0.1323","0.7676","0.8999","0.0","0.8999","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Leptosomatides","0","0.0","0.0","1.8","3","4975.6682","165.8556","102.93","268.7856","0.0","268.7856","0.0","0.0","0.0","0.0","4603.8098","153.4603","80.5729","234.0201","0.0","234.0201","0.0","0.0","0.0","0.0"
"Leptosomatum","0","0.0","0.0","1.8","3","195.2696","6.509","13.535","20.0439","0.0","20.0439","0.0","0.0","0.0","0.0","50.5087","1.6836","2.6429","4.3231","0.0","4.3231","0.0","0.0","0.0","0.0"
"Leptosomella","0","0.0","0.0","1.8","3","7.0208","0.234","1.1775","1.4115","0.0","1.4115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Levipalatum","3","0.0","3.2","0.0","1","4.5291","0.4529","0.8476","1.3005","1.3005","0.0","0.0","0.0","1.3005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Libyostrongylus","0","0.0","0.0","0.0","0","45.87","0.0","4.8118","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Limonchulus","5","0.0","0.0","1.8","3","1.1399","0.038","0.3005","0.3385","0.0","0.3385","0.0","0.0","0.0","0.3385","0.1808","0.006","0.0359","0.0419","0.0","0.0419","0.0","0.0","0.0","0.0419"
"Lindseyus","5","0.0","0.0","3.2","4","11.8742","0.2969","1.7463","2.0431","0.0","2.0431","0.0","0.0","0.0","2.0431","0.0735","0.0018","0.0081","0.0099","0.0","0.0099","0.0","0.0","0.0","0.0099"
"Litinium","0","0.0","0.0","3.2","4","0.5893","0.0147","0.1723","0.187","0.0","0.187","0.0","0.0","0.0","0.0","0.4399","0.011","0.1067","0.1177","0.0","0.1177","0.0","0.0","0.0","0.0"
"Litylenchus","1","0.0","0.0","0.0","2","0.2805","0.014","0.1052","0.1192","0.0","0.0","0.1192","0.0","0.0","0.0","0.0153","8.0E-4","0.0043","0.0051","0.0","0.0","0.0051","0.0","0.0","0.0"
"Loncharionema","2","0.0","0.0","3.2","4","0.4823","0.0121","0.158","0.17","0.0","0.17","0.0","0.17","0.0","0.0","0.0129","3.0E-4","0.0032","0.0035","0.0","0.0035","0.0","0.0035","0.0","0.0"
"Longicyatholaimus","0","0.0","0.0","1.8","3","6.3257","0.2109","1.0445","1.2554","0.0","1.2554","0.0","0.0","0.0","0.0","1.9791","0.066","0.2599","0.3256","0.0","0.3256","0.0","0.0","0.0","0.0"
"Longidorella","1","0.0","0.0","0.0","4","0.595","0.0149","0.18","0.1949","0.0","0.0","0.1949","0.0","0.0","0.0","0.1041","0.0026","0.0243","0.0269","0.0","0.0","0.0269","0.0","0.0","0.0"
"Longidorus","1","0.0","0.0","0.0","5","15.0798","0.3016","1.984","2.2856","0.0","0.0","2.2856","0.0","0.0","0.0","1.5943","0.0319","0.1581","0.1899","0.0","0.0","0.1899","0.0","0.0","0.0"
"Longistrongylus","0","0.0","0.0","0.0","0","127.1552","0.0","10.0881","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.7996","0.0","1.4365","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lordellonema","8","0.0","0.0","3.2","4","0.7365","0.0184","0.2077","0.2261","0.0","0.2261","0.0","0.0","0.0","0.2261","0.1563","0.0039","0.0354","0.0393","0.0","0.0393","0.0","0.0","0.0","0.0393"
"Lubanema","0","0.0","0.0","0.0","0","229.4654","0.0","16.0954","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lucionema","0","0.0","0.0","0.0","0","2.6626","0.0","0.569","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lusionema","0","0.0","0.0","0.0","0","2.6626","0.0","0.569","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lyranema","0","0.0","0.0","1.8","3","10.3579","0.3453","1.5762","1.9215","0.0","1.9215","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Macrodontium","3","0.8","0.0","0.0","2","1.8996","0.095","0.4417","0.5367","0.0","0.0","0.0","0.0","0.5367","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Macrolaimus","3","0.8","0.0","0.0","2","0.5803","0.029","0.1778","0.2068","0.0","0.0","0.0","0.0","0.2068","0.0","0.0781","0.0039","0.0171","0.021","0.0","0.0","0.0","0.0","0.021","0.0"
"Macroponema","0","0.0","0.0","0.0","0","850.9296","0.0","43.0113","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Macropostrongyloides","0","0.0","0.0","0.0","0","3129.9489","0.0","114.2393","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Macrostrongylus","0","0.0","0.0","0.0","0","6192.324","0.0","190.5693","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Macrotrophurus","1","0.0","0.0","0.0","3","1.3845","0.0462","0.3484","0.3946","0.0","0.0","0.3946","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Makatinus","8","0.0","0.0","5.0","5","18.7058","0.3741","2.2098","2.5839","0.0","2.5839","0.0","0.0","0.0","2.5839","5.7337","0.1147","0.5188","0.6333","0.0","0.6333","0.0","0.0","0.0","0.6333"
"Malenchus","1","0.0","0.0","0.0","2","0.0798","0.004","0.04","0.044","0.0","0.0","0.044","0.0","0.0","0.0","0.0058","3.0E-4","0.0022","0.0025","0.0","0.0","0.0025","0.0","0.0","0.0"
"Manganonema","0","0.8","0.0","0.0","2","0.1242","0.0062","0.0571","0.0633","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Margaronchus","5","0.0","0.0","3.2","4","0.3391","0.0085","0.1213","0.1298","0.0","0.1298","0.0","0.0","0.0","0.1298","0.0124","3.0E-4","0.0033","0.0036","0.0","0.0036","0.0","0.0","0.0","0.0036"
"Martininema","1","0.0","0.0","0.0","2","0.0988","0.0049","0.0479","0.0528","0.0","0.0","0.0528","0.0","0.0","0.0","0.0106","5.0E-4","0.0038","0.0043","0.0","0.0","0.0043","0.0","0.0","0.0"
"Matthesonema","3","0.0","3.2","0.0","1","0.8541","0.0854","0.2426","0.328","0.328","0.0","0.0","0.0","0.328","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Maxomystrongylus","0","0.0","0.0","0.0","0","3.6363","0.0","0.7189","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mediolaimus","3","0.0","0.0","1.8","3","0.0666","0.0022","0.0358","0.038","0.0","0.038","0.0","0.0","0.038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Megadraconema","0","0.0","0.0","3.2","4","9.0699","0.2267","1.4268","1.6536","0.0","1.6536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Megaonchulus","5","0.0","0.0","3.2","4","1.0151","0.0254","0.2761","0.3015","0.0","0.3015","0.0","0.0","0.0","0.3015","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Meiodorus","1","0.0","0.0","0.0","3","0.436","0.0145","0.1463","0.1608","0.0","0.0","0.1608","0.0","0.0","0.0","0.0401","0.0013","0.01","0.0114","0.0","0.0","0.0114","0.0","0.0","0.0"
"Meloidodera","1","0.0","0.0","0.0","3","34.138","1.1379","3.6916","4.8296","0.0","0.0","4.8296","0.0","0.0","0.0","12.2846","0.4095","1.0792","1.4885","0.0","0.0","1.4885","0.0","0.0","0.0"
"Meloidoderita","1","0.0","0.0","0.0","3","15.4336","0.5145","2.1044","2.6189","0.0","0.0","2.6189","0.0","0.0","0.0","2.3712","0.079","0.2371","0.3161","0.0","0.0","0.3161","0.0","0.0","0.0"
"Meloidogyne","1","0.0","0.0","0.0","3","77.9998","2.6","6.7199","9.3199","0.0","0.0","9.3199","0.0","0.0","0.0","6.8297","0.2277","0.394","0.62","0.0","0.0","0.62","0.0","0.0","0.0"
"Meloinema","1","0.0","0.0","0.0","3","740.3431","24.6781","29.7218","54.3999","0.0","0.0","54.3999","0.0","0.0","0.0","694.8773","23.1626","25.3964","48.5512","0.0","0.0","48.5512","0.0","0.0","0.0"
"Merlinius","1","0.0","0.0","0.0","3","0.2527","0.0084","0.094","0.1024","0.0","0.0","0.1024","0.0","0.0","0.0","0.0322","0.0011","0.0084","0.0094","0.0","0.0","0.0094","0.0","0.0","0.0"
"Mesacanthion","0","0.8","0.0","0.0","2","28.1402","1.407","3.3355","4.7425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mesoanguina","1","0.0","0.0","0.0","2","9.4191","0.471","1.4266","1.8975","0.0","0.0","1.8975","0.0","0.0","0.0","3.7467","0.1873","0.4281","0.6154","0.0","0.0","0.6154","0.0","0.0","0.0"
"Mesocriconema","1","0.0","0.0","0.0","3","0.4912","0.0164","0.1578","0.1742","0.0","0.0","0.1742","0.0","0.0","0.0","0.0295","0.001","0.0071","0.008","0.0","0.0","0.008","0.0","0.0","0.0"
"Mesodorylaimus","8","0.0","0.0","3.2","4","1.2797","0.032","0.3211","0.3531","0.0","0.3531","0.0","0.0","0.0","0.3531","0.0812","0.002","0.0151","0.0172","0.0","0.0172","0.0","0.0","0.0","0.0172"
"Mesorhabditis","3","0.0","3.2","0.0","1","0.5676","0.0568","0.1756","0.2324","0.2324","0.0","0.0","0.0","0.2324","0.0","0.075","0.0075","0.0181","0.0256","0.0256","0.0","0.0","0.0","0.0256","0.0"
"Mesotheristus","3","0.8","0.0","0.0","2","10.2181","0.5109","1.4637","1.9746","0.0","0.0","0.0","0.0","1.9746","0.0","4.2155","0.2108","0.5124","0.7229","0.0","0.0","0.0","0.0","0.7229","0.0"
"Metachromadora","0","0.0","0.0","1.8","3","2.8748","0.0958","0.6027","0.6985","0.0","0.6985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metachromadoroides","0","0.0","0.0","1.8","3","1.7087","0.057","0.408","0.465","0.0","0.465","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metacrobeles","3","0.8","0.0","0.0","2","4.7813","0.2391","0.8827","1.1218","0.0","0.0","0.0","0.0","1.1218","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metactinolaimus","5","0.0","0.0","5.0","5","4.3204","0.0864","0.8181","0.9045","0.0","0.9045","0.0","0.0","0.0","0.9045","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metacyatholaimus","0","0.0","0.0","1.8","3","1.1064","0.0369","0.2941","0.331","0.0","0.331","0.0","0.0","0.0","0.0","0.1324","0.0044","0.0265","0.0309","0.0","0.0309","0.0","0.0","0.0","0.0"
"Metadasynemoides","0","0.0","0.0","1.8","3","0.3939","0.0131","0.1358","0.1489","0.0","0.1489","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metadiplogaster","3","0.0","3.2","0.0","1","1.3302","0.133","0.3381","0.4712","0.4712","0.0","0.0","0.0","0.4712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metalinhomoeus","0","0.8","0.0","0.0","2","4.0889","0.2044","0.785","0.9894","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metamphidelus","3","0.0","0.0","3.2","4","0.5053","0.0126","0.1636","0.1762","0.0","0.1762","0.0","0.0","0.1762","0.0","0.0226","6.0E-4","0.0055","0.006","0.0","0.006","0.0","0.0","0.006","0.0"
"Metaparoncholaimus","0","0.0","0.0","3.2","4","25.7782","0.6445","3.1232","3.7677","0.0","3.7677","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metaphanoderma","0","0.0","0.0","3.2","4","87.4152","2.1854","7.8046","9.99","0.0","9.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metaporcelaimus","8","0.0","0.0","5.0","5","7.6744","0.1535","1.2057","1.3591","0.0","1.3591","0.0","0.0","0.0","1.3591","0.7525","0.015","0.0903","0.1053","0.0","0.1053","0.0","0.0","0.0","0.1053"
"Metarhabditis","0","0.0","0.0","0.0","0","1.3043","0.0","0.3302","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2369","0.0","0.0448","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metasphaerolaimus","0","0.0","0.0","1.8","3","2.6459","0.0882","0.5664","0.6545","0.0","0.6545","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Metateratocephalus","3","0.0","0.0","1.8","3","0.0732","0.0024","0.038","0.0405","0.0","0.0405","0.0","0.0","0.0405","0.0","0.0166","6.0E-4","0.0066","0.0072","0.0","0.0072","0.0","0.0","0.0072","0.0"
"Metaxonchium","1","0.0","0.0","0.0","5","8.0708","0.1614","1.227","1.3884","0.0","0.0","1.3884","0.0","0.0","0.0","1.3094","0.0262","0.145","0.1709","0.0","0.0","0.1709","0.0","0.0","0.0"
"Metoncholaimoides","0","0.0","0.0","3.2","4","12.1531","0.3038","1.777","2.0808","0.0","2.0808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Meylis","2","0.0","0.0","3.2","4","2.4003","0.06","0.523","0.583","0.0","0.583","0.0","0.583","0.0","0.0","0.4384","0.011","0.0733","0.0843","0.0","0.0843","0.0","0.0843","0.0","0.0"
"Meylonema","2","0.0","0.0","3.2","4","0.1606","0.004","0.0689","0.0729","0.0","0.0729","0.0","0.0729","0.0","0.0","0.0388","0.001","0.0126","0.0136","0.0","0.0136","0.0","0.0136","0.0","0.0"
"Micoletzkya","3","0.0","3.2","0.0","1","34.4387","3.4439","2.9145","6.3583","6.3583","0.0","0.0","0.0","6.3583","0.0","33.309","3.3309","2.6202","5.951","5.951","0.0","0.0","0.0","5.951","0.0"
"Micoletzkyia","0","0.0","0.0","3.2","4","61.7849","1.5446","6.0162","7.5609","0.0","7.5609","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Miconchus","5","0.0","0.0","3.2","4","4.7824","0.1196","0.8597","0.9792","0.0","0.9792","0.0","0.0","0.0","0.9792","0.7771","0.0194","0.1121","0.1315","0.0","0.1315","0.0","0.0","0.0","0.1315"
"Microdorylaimus","8","0.0","0.0","3.2","4","0.2009","0.005","0.0812","0.0862","0.0","0.0862","0.0","0.0","0.0","0.0862","0.0265","7.0E-4","0.008","0.0086","0.0","0.0086","0.0","0.0","0.0","0.0086"
"Microlaimus","3","0.8","0.0","0.0","2","0.4105","0.0205","0.1337","0.1543","0.0","0.0","0.0","0.0","0.1543","0.0","0.1098","0.0055","0.0273","0.0328","0.0","0.0","0.0","0.0","0.0328","0.0"
"Miculenchus","1","0.0","0.0","0.0","2","0.0815","0.0041","0.0407","0.0448","0.0","0.0","0.0448","0.0","0.0","0.0","0.0136","7.0E-4","0.0053","0.006","0.0","0.0","0.006","0.0","0.0","0.0"
"Miodorylaimus","8","0.0","0.0","3.2","4","0.5201","0.013","0.1672","0.1802","0.0","0.1802","0.0","0.0","0.0","0.1802","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Miranema","8","0.0","0.0","3.2","4","14.8161","0.3704","2.0616","2.432","0.0","2.432","0.0","0.0","0.0","2.432","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mitoaxonchium","5","0.0","0.0","3.2","4","0.3133","0.0078","0.1143","0.1222","0.0","0.1222","0.0","0.0","0.0","0.1222","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mitranema","1","0.0","0.0","0.0","2","0.0398","0.002","0.0243","0.0263","0.0","0.0","0.0263","0.0","0.0","0.0","0.0014","1.0E-4","6.0E-4","7.0E-4","0.0","0.0","7.0E-4","0.0","0.0","0.0"
"Monhystera","3","0.8","0.0","0.0","2","1.0108","0.0505","0.2684","0.3189","0.0","0.0","0.0","0.0","0.3189","0.0","0.1753","0.0088","0.0365","0.0452","0.0","0.0","0.0","0.0","0.0452","0.0"
"Monhystrella","0","0.8","0.0","0.0","2","0.0755","0.0038","0.0387","0.0425","0.0","0.0","0.0","0.0","0.0","0.0","0.0111","6.0E-4","0.0043","0.0049","0.0","0.0","0.0","0.0","0.0","0.0"
"Monhystrium","0","0.0","0.0","0.0","0","0.8958","0.0","0.2514","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mononchoides","5","0.0","3.2","0.0","1","1.2108","0.1211","0.3111","0.4322","0.4322","0.0","0.0","0.0","0.0","0.4322","0.1516","0.0152","0.0302","0.0454","0.0454","0.0","0.0","0.0","0.0","0.0454"
"Mononchulus","5","0.0","0.0","3.2","4","0.9822","0.0246","0.2693","0.2939","0.0","0.2939","0.0","0.0","0.0","0.2939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mononchus","5","0.0","0.0","3.2","4","4.4323","0.1108","0.8004","0.9112","0.0","0.9112","0.0","0.0","0.0","0.9112","0.6132","0.0153","0.079","0.0942","0.0","0.0942","0.0","0.0","0.0","0.0942"
"Monoposthia","0","0.0","0.0","1.8","3","3.7062","0.1235","0.7292","0.8528","0.0","0.8528","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Morulaimus","1","0.0","0.0","0.0","3","0.9635","0.0321","0.251","0.2831","0.0","0.0","0.2831","0.0","0.0","0.0","0.3423","0.0114","0.0617","0.0731","0.0","0.0","0.0731","0.0","0.0","0.0"
